ID	File	Language	Dialect	Vernacular Title	Licence Type	Licence Version	CC Licence Link	Copyright Holder	Copyright Years	Translation by
bkx	E:\Work\eBible\projects\bkx\copr.htm	Baikeno		Naꞌ Markus	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Unit Bahasa dan Budaya	copyright © 2004	Translation by: Wycliffe Bible Translators
bla	E:\Work\eBible\projects\bla\copr.htm	Siksiká (Blackfoot)		ŎKHS' I TSĬN IK SĬN NI ST. MATTHEW OT SĬN AI PI.	Public Domain			Public Domain		Translation by: Rev. John William Tims
blw	E:\Work\eBible\projects\blw\copr.htm	Balangao		Hen alen Apudyus	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1982	Translation by: Wycliffe Bible Translators, Inc.
blzNT	E:\Work\eBible\projects\blzNT\copr.htm	Balantak		Kitap molinas men ringkat na alaata'ala: perjanjian baru	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
bmh	E:\Work\eBible\projects\bmh\copr.htm	Kein			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2005	Translation by: Wycliffe Bible Translators
bmk	E:\Work\eBible\projects\bmk\copr.htm	Ghayavi			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators
bmrNT	E:\Work\eBible\projects\bmrNT\copr.htm	Muinane		Moocaani iijɨ	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
bmu	E:\Work\eBible\projects\bmu\copr.htm	Burum-Mindik or Somba-Siawari (Somba-Siawari or Burum-Mindik)			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
bnp	E:\Work\eBible\projects\bnp\copr.htm	Bola			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators
boaNT	E:\Work\eBible\projects\boaNT\copr.htm	Bora		Píívyéébé ihjyu: jetsocríjyodítyú cáátúnuháámɨ	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
boj	E:\Work\eBible\projects\boj\copr.htm	Anjam			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
boj2014	E:\Work\eBible\projects\boj2014\copr.htm	Anjam			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2014	Translation by: Wycliffe Bible Translators
bon	E:\Work\eBible\projects\bon\copr.htm	Bine			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
boxNT	E:\Work\eBible\projects\boxNT\copr.htm	Buamu		Dónbeenì páaníi fĩnle vũahṹ	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
bpr	E:\Work\eBible\projects\bpr\copr.htm	Koronadal Blaan (Blaan, Koronadal)		I Falami Kasafnè (New Testament)	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1995	Translation by: Wycliffe Bible Translators, Inc.
bps	E:\Work\eBible\projects\bps\copr.htm	Sarangani Blaan (Blaan, Sarangani)		I tnalù dwata	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1998	Translation by: Wycliffe Bible Translators
bqcsim	E:\Work\eBible\projects\bqcsim\copr.htm	Boko		Bibeli Luayãtaalá	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	SIM International	copyright © 2010	Translation by: SIM International
bqp	E:\Work\eBible\projects\bqp\copr.htm	Bisã (Busa)		Luda yã takada kũ Bisã yão	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	SIM International	copyright © 2005	Translation by: SIM
breBRG	E:\Work\eBible\projects\breBRG\copr.htm	Brezhoneg (Breton)		an Bibl	Public Domain			Public Domain		Translation by: Jean-François le Gonidec
bsj	E:\Work\eBible\projects\bsj\copr.htm	Bangunji (Bangwinji)		Bangwinji	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Door43 Worldwide Mission Community	copyright © 2020	Translation by: Door43 Worldwide Mission Community
bsnNT	E:\Work\eBible\projects\bsnNT\copr.htm	Barasana-Eduria		Dios oca gotirituti	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
bsp	E:\Work\eBible\projects\bsp\copr.htm	Baga Sitemu		Kitabu ka Kanu	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Pioneer Bible Translators	copyright © 2015	Translation by: Traducteurs Pionniers de la Bible
bssNT	E:\Work\eBible\projects\bssNT\copr.htm	Akoose		Melɛ̌ Mékɔ̄ɔ̄lē	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
buk	E:\Work\eBible\projects\buk\copr.htm	Bukawa			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Lutheran Bible Translators Australia	copyright © 2000	Translation by: Lutheran Bible Translators Australia
bus	E:\Work\eBible\projects\bus\copr.htm	Bokobaru		Luda yã takada kↄ̃n Bokobaru yão	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	SIM International	copyright © 2005	Translation by: SIM
bvd	E:\Work\eBible\projects\bvd\copr.htm	Baegu (Baeggu)		Na Alangaia Falu 'ana Baea 'i Baegu	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2016	Translation by: SITAG
bvr	E:\Work\eBible\projects\bvr\copr.htm	Burarra		Nyanyapa Arrku Gun-nika Gun-molamola Janguny: Minypa Jesus Christ Guna-ganyja Arrburrwa Gun-geka Rum	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators	copyright © 2008	
bxh	E:\Work\eBible\projects\bxh\copr.htm	Buhutu			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2015	Translation by: Wycliffe Bible Translators
byr	E:\Work\eBible\projects\byr\copr.htm	Yipma (Baruya)			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1993, 1994	Translation by: Wycliffe Bible Translators
byr-w	E:\Work\eBible\projects\byr-w\copr.htm	Yipma/Wagamwa (Yipma)	Wagamwa		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators
byx	E:\Work\eBible\projects\byx\copr.htm	Qaqet			by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Papua New Guinea Bible Translation Association	copyright © 1996	Translation by: PNG Bible Translation Association
bzdNTpo	E:\Work\eBible\projects\bzdNTpo\copr.htm	Bribri		Tte Pa̱'a̱li̱ Me' Skëköl tö Se' a̱	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
bzh	E:\Work\eBible\projects\bzh\copr.htm	Buang, Central/Mapos (Buang)	Central/Mapos		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
bzj	E:\Work\eBible\projects\bzj\copr.htm	Belize Kriol English		Di Nyoo Testiment eena Bileez Kriol	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
caa	E:\Work\eBible\projects\caa\copr.htm	Chortí (Chorti)		Uyojroner e Dios xeꞌ Tzꞌijbꞌabꞌir Tama e Onian Tiempo	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc. and Evangel Bible Translators, International	copyright © 1996, 2012, 2013, 2023	Translation by: Evangel Bible Translators, International and Wycliffe Bible Translators
cabNT	E:\Work\eBible\projects\cabNT\copr.htm	Garifuna			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
cac	E:\Work\eBible\projects\cac\copr.htm	Chuj de San Mateo Ixtatán (Chuj)	Ixtatán	A Ch'an Biblia D'a Chuj San Mateo	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Sociedad Bíblica de Guatemala	copyright © 2007	Translation by: Wycliffe Bible Translators
cafNT	E:\Work\eBible\projects\cafNT\copr.htm	Carrier, Southern		Yakʼusda bughunek: k’andit khunek neba lhaidinla	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2002	Translation by: Wycliffe Bible Translators, Inc.
cak	E:\Work\eBible\projects\cak\copr.htm	Kaqchikel	South Central	GT:cak:Kaqchikel	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2007	Translation by: Wycliffe Bible Translators, Inc.
cakCNT	E:\Work\eBible\projects\cakCNT\copr.htm	Kaqchikel	Central	Ri C'ac'a Trato ri Xuben ri Dios Quiq'uin ri Vinek	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
cakENT	E:\Work\eBible\projects\cakENT\copr.htm	Kaqchikel, (Kaqchikel)	Eastern	RI DIOS NCH'O PA KACH'ABÜL CHEKE	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
cakNT	E:\Work\eBible\projects\cakNT\copr.htm	Kaqchikel	Sur de Sacatepequez	Ri utzilaj rutzij ri Dios pa kachʼabel	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1993	Translation by: Wycliffe Bible Translators, Inc.
cakSNT	E:\Work\eBible\projects\cakSNT\copr.htm	Kaqchikel	Santa Maria de Jesus	Ri c'ac'ac' Testamento pa kach'ab'al	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
cakWNT	E:\Work\eBible\projects\cakWNT\copr.htm	Kaqchikel	Western	Ri C'ac'ac' Testamento pa Kach'abel	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
cakYNT	E:\Work\eBible\projects\cakYNT\copr.htm	Kaqchikel	Yepocapa - South Western	Re C'ac'a Testamento pa Kach'abal	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
caoNT	E:\Work\eBible\projects\caoNT\copr.htm	Chácobo		Dios Chani	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
capNT	E:\Work\eBible\projects\capNT\copr.htm	Chipaya		Ew Testamento: Chipay Tawkquiztan	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
carNT	E:\Work\eBible\projects\carNT\copr.htm	Carib		Asery Tamusi karetary	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
cavNT	E:\Work\eBible\projects\cavNT\copr.htm	Cavineña		Yusuja Quisarati	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
caxNT	E:\Work\eBible\projects\caxNT\copr.htm	Chiquitano		Manitanati Tuparrü	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
cbcNT	E:\Work\eBible\projects\cbcNT\copr.htm	Carapana		Dios Cʉ̃ Cauetibʉjʉ Cũrĩcã Tuti	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
cbiNTpo	E:\Work\eBible\projects\cbiNTpo\copr.htm	Chachi		Diosa' kiika; Génesis, Éxodo y El Nuevo Testamento	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
cbk	E:\Work\eBible\projects\cbk\copr.htm	Chavacano		El Nuevo Testamento	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1981	Translation by: Wycliffe Bible Translators, Inc.
cbrNT	E:\Work\eBible\projects\cbrNT\copr.htm	Cashibo-Cacataibo		Nukën 'Ibu Diosan ain unikama 'inan ain bana	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
cbsNT	E:\Work\eBible\projects\cbsNT\copr.htm	Kashinawa		Diosun Jesúswen taexun yuba bena yiniki	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
cbtNTpo	E:\Work\eBible\projects\cbtNTpo\copr.htm	Chayahuita		Yosë nanamën	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
cbuNT	E:\Work\eBible\projects\cbuNT\copr.htm	Candoshi-Shapra		Apanlli Kuku	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
cbv	E:\Work\eBible\projects\cbv\copr.htm	Cacua		Dios ã jáap naáwát tólih	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
ccoNT	E:\Work\eBible\projects\ccoNT\copr.htm	Chinantec, Comaltepec		Júu ʼmɨ́ɨ e cacuo fidiée	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2002	Translation by: Wycliffe Bible Translators, Inc.
cebulb	E:\Work\eBible\projects\cebulb\copr.htm	Cebuano		Balaan nga Bibliya	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Door43 World Missions Community	copyright © 2019	Translation by: Door43 World Missions Community
cekak	E:\Work\eBible\projects\cekak\copr.htm	Asang Khongca (Chin, Eastern Khumi)	Asaang Khongca	Asang Khongca Bible (2019)	Public Domain			Public Domain		
ces1613	E:\Work\eBible\projects\ces1613\copr.htm	český (Czech)		Bible Kralická 1613	Public Domain			Public Domain		Translation by: Jan Blahoslav et al
cesnkb	E:\Work\eBible\projects\cesnkb\copr.htm	Češka (Czech)		Nova Bible Kralicka	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/			Translation by: A. Flek a P. Hoffman
cgc	E:\Work\eBible\projects\cgc\copr.htm	Kagayanen		Pulong ta Dyos: Genesis daw bag-o na kasugtanan	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2007	Translation by: Wycliffe Bible Translators, Inc.
cha	E:\Work\eBible\projects\cha\copr.htm	Chamorro		Y CUATRO EBANGELIO SIJA YAN Y CHECHO Y APOSTOLES  YAN Y SALMO SIJA	Public Domain			Public Domain		Translation by: American Bible Society
chdNT	E:\Work\eBible\projects\chdNT\copr.htm	Chontal, Highland Oaxaca		Lataiquiʼ loyaʼapa iƚe al cʼa lixpicʼepa L̵anDios	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1991	Translation by: Wycliffe Bible Translators, Inc.
chfNT	E:\Work\eBible\projects\chfNT\copr.htm	Chontal, Tabasco		U Chʼuʼul Tʼan Dios	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1977	Translation by: Wycliffe Bible Translators, Inc.
chk	E:\Work\eBible\projects\chk\copr.htm	Chuukese		Paipel	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Liebenzel Mission	copyright © 1984, 1989, 1991, 2001	Translation by: Liebenzell Mission
chqNT	E:\Work\eBible\projects\chqNT\copr.htm	Chinantec, Quiotepec		Juu³ tyʉ² ʼe gafaaʼ²¹ Dios tyaʼ tsá²	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1983	Translation by: Wycliffe Bible Translators, Inc.
chzNTps	E:\Work\eBible\projects\chzNTps\copr.htm	Chinantec, Ozumacín		Hmooh hmëë he- ga-jmee Jesucristo; Salmos	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2003	Translation by: Wycliffe Bible Translators, Inc.
cjoNT	E:\Work\eBible\projects\cjoNT\copr.htm	Ashéninka Pajonal		Iwaperite tajorentsi ikenkithatakoetziri awinkatharite Jesokirishito: owakirari inimotakiri tajorentsi	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
cjv	E:\Work\eBible\projects\cjv\copr.htm	Chuave			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1992	Translation by: Wycliffe Bible Translators
ckb	E:\Work\eBible\projects\ckb\copr.htm	كوردی سۆرانی (Central Kurdish)		Biblica® وەشانی بێبەرامبەری کوردیی سۆرانیی ستاندەر	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Biblica, Inc.	copyright © 2020	Translation by: Biblica, Inc.
cleNT	E:\Work\eBible\projects\cleNT\copr.htm	Chinantec, Lealao		Ja̱³la³ fáh⁴dxa⁴²dxú⁴ hi³mɨɨ³² chiáh² Ñúh³a² Jesucristo; Salmos	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
clu	E:\Work\eBible\projects\clu\copr.htm	Caluyanun		Anang ambal ang Dios: Magandang balita Biblia	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1990	Translation by: Wycliffe Bible Translators, Inc.
cmeNT	E:\Work\eBible\projects\cmeNT\copr.htm	Cerma		Diiloŋ-nelma Tobisĩfɛlɛnni	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
cmn-cu89s	E:\Work\eBible\projects\cmn-cu89s\copr.htm	中国语文 (Chinese)	Mandarin, simplified script	新标点和合本	Public Domain			Public Domain		
cmn-cu89t	E:\Work\eBible\projects\cmn-cu89t\copr.htm	中國語文 (Chinese)	Mandarin, traditional script	新標點和合本	Public Domain			Public Domain		
cmnfeb	E:\Work\eBible\projects\cmnfeb\copr.htm	中國語文 (Chinese)		免费的易读圣经 Free Easy-to-read Bible	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Free Bible Ministry, Inc.	copyright © 2022	
cniNT	E:\Work\eBible\projects\cniNT\copr.htm	Asháninka		Irineane tasorentsi oquenquetsatacotaqueri Avincatsarite Jesoquirishito	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
cnlNT	E:\Work\eBible\projects\cnlNT\copr.htm	Chinantec, Lalana		Júu² 'mɨɨn³² 'e³ ca²³ŋɨń² Dios	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
cntNT	E:\Work\eBible\projects\cntNT\copr.htm	Chinantec, Tepetotutla		Jag₁ ʼmɨ́₂ a₂ma₂lɨʼ₅₄ quianʼ₅₄ Diu₄	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1994	Translation by: Wycliffe Bible Translators, Inc.
cofNT	E:\Work\eBible\projects\cofNT\copr.htm	Colorado		Diosichi Pila	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
conNTpo	E:\Work\eBible\projects\conNTpo\copr.htm	Cofán		Chiga Tevaen'Jema Atesuja 1, Aisheve Caña'cho	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
copbhc	E:\Work\eBible\projects\copbhc\copr.htm	ⲘⲉⲧⲢⲉⲙ̀ⲛⲭⲏⲙⲓ (Coptic)	Bohairic	القبطية البحيرية العهد الجديد	Public Domain			Public Domain		Translation by: Horner
