file	code	lang	family	country
cak-cak.txt	cak	Kaqchikel	Mayan	Guatemala
cak-cakCNT.txt	cak	Kaqchikel	Mayan	Guatemala
cak-cakENT.txt	cak	Kaqchikel	Mayan	Guatemala
cak-cakNT.txt	cak	Kaqchikel	Mayan	Guatemala
cak-cakSNT.txt	cak	Kaqchikel	Mayan	Guatemala
cak-cakWNT.txt	cak	Kaqchikel	Mayan	Guatemala
cak-cakYNT.txt	cak	Kaqchikel	Mayan	Guatemala
cao-caoNT.txt	cao	Chácobo	Panoan	Bolivia, Plurinational State of
cap-capNT.txt	cap	Chipaya	Chipaya-Uru	Bolivia, Plurinational State of
car-carNT.txt	car	Carib	Cariban	Venezuela, Bolivarian Republic of
cav-cavNT.txt	cav	Cavineña	Tacanan	Bolivia, Plurinational State of
cax-caxNT.txt	cax	Chiquitano	Language isolate	Bolivia, Plurinational State of
cbc-cbcNT.txt	cbc	Carapana	Tucanoan	Colombia
cbi-cbiNTpo.txt	cbi	Chachi	Barbacoan	Ecuador
cbk-cbk.txt	cbk	Chavacano	Creole	Philippines
cbr-cbrNT.txt	cbr	Kakataibo-Kashibo	Panoan	Peru
cbs-cbsNT.txt	cbs	Kashinawa	Panoan	Peru
cbt-cbtNTpo.txt	cbt	Shawi	Cahuapanan	Peru
cbu-cbuNT.txt	cbu	Kandozi-Chapra	Language isolate	Peru
cbv-cbv.txt	cbv	Cacua	Puinavean	Colombia
cco-ccoNT.txt	cco	Chinantec, Comaltepec	Otomanguean	Mexico
ceb-cebulb.txt	ceb	Cebuano	Austronesian	Philippines
cek-cekak.txt	cek	Chin, Eastern Khumi	Sino-Tibetan	Myanmar
ces-ces1613.txt	ces	Czech	Indo-European	Czechia
ces-cesnkb.txt	ces	Czech	Indo-European	Czechia
cgc-cgc.txt	cgc	Kagayanen	Austronesian	Philippines
cha-cha.txt	cha	Chamorro	Austronesian	Guam
chd-chdNT.txt	chd	Chontal, Highland Oaxaca	Tequistlatecan	Mexico
chf-chfNT.txt	chf	Chontal, Tabasco	Mayan	Mexico
chk-chk.txt	chk	Chuukese	Austronesian	Micronesia, Federated States of
chq-chqNT.txt	chq	Chinantec, Quiotepec	Otomanguean	Mexico
chz-chzNTps.txt	chz	Chinantec, Ozumacín	Otomanguean	Mexico
cjo-cjoNT.txt	cjo	Ashéninka, Pajonal	Maipurean	Peru
cjv-cjv.txt	cjv	Chuave	Trans-New Guinea	Papua New Guinea
ckb-ckb.txt	ckb	Kurdish, Central	Indo-European	Iraq
cle-cleNT.txt	cle	Chinantec, Lealao	Otomanguean	Mexico
clu-clu.txt	clu	Caluyanun	Austronesian	Philippines
cme-cmeNT.txt	cme	Cerma	Niger-Congo	Burkina Faso
cmn-cmn-cu89s.txt	cmn	Chinese, Mandarin	Sino-Tibetan	China
cmn-cmn-cu89t.txt	cmn	Chinese, Mandarin	Sino-Tibetan	China
cmn-cmnfeb.txt	cmn	Chinese, Mandarin	Sino-Tibetan	China
cni-cniNT.txt	cni	Asháninka	Maipurean	Peru
cnl-cnlNT.txt	cnl	Chinantec, Lalana	Otomanguean	Mexico
cnt-cntNT.txt	cnt	Chinantec, Tepetotutla	Otomanguean	Mexico
cof-cofNT.txt	cof	Tsafiki	Barbacoan	Ecuador
con-conNTpo.txt	con	Cofán	Language isolate	Ecuador
cop-copbhc.txt	cop	Coptic	Afro-Asiatic	Egypt
cop-copcnt.txt	cop	Coptic	Afro-Asiatic	Egypt
cot-cotNT.txt	cot	Caquinte	Maipurean	Peru
cpa-cpaNT.txt	cpa	Chinantec, Palantla	Otomanguean	Mexico
cpb-cpbNT.txt	cpb	Ashéninka, Ucayali-Yurúa	Maipurean	Peru
cpc-cpcNT.txt	cpc	Ajyíninka Apurucayali	Maipurean	Peru
cpu-cpuNT.txt	cpu	Ashéninka, Pichis	Maipurean	Peru
cpy-cpy.txt	cpy	Ashéninka, South Ucayali	Maipurean	Peru
crn-crnNT.txt	crn	Cora, El Nayar	Uto-Aztecan	Mexico
crx-crxNTpo.txt	crx	Carrier	Eyak-Athabaskan	Canada
cso-csoNT.txt	cso	Chinantec, Sochiapam	Otomanguean	Mexico
csy-csy.txt	csy	Chin, Siyin	Sino-Tibetan	Myanmar
cta-ctaNT.txt	cta	Chatino, Tataltepec	Otomanguean	Mexico
cth-cth.txt	cth	Chin, Thaiphum	Sino-Tibetan	Myanmar
ctp-ctpNT.txt	ctp	Chatino, Western Highland	Otomanguean	Mexico
ctu-ctu76.txt	ctu	Chol	Mayan	Mexico
ctu-ctuBl.txt	ctu	Chol	Mayan	Mexico
ctu-ctucti.txt	ctu	Chol	Mayan	Mexico
cub-cubNT.txt	cub	Cubeo	Tucanoan	Colombia
cuc-cucNT.txt	cuc	Chinantec, Usila	Otomanguean	Mexico
cui-cui.txt	cui	Cuiba	Guajiboan	Colombia
cuk-cuk.txt	cuk	Kuna, San Blas	Chibchan	Panama
cuk-cuk09.txt	cuk	Kuna, San Blas	Chibchan	Panama
cut-cutNT.txt	cut	Cuicatec, Teutila	Otomanguean	Mexico
cux-cuxNT.txt	cux	Cuicatec, Tepeuxila	Otomanguean	Mexico
cwe-cwe.txt	cwe	Kwere	Niger-Congo	Tanzania, United Republic of
cya-cya.txt	cya	Chatino, Nopala	Otomanguean	Mexico
daa-daaNT.txt	daa	Dangaléat	Afro-Asiatic	Chad
dad-dad.txt	dad	Marik	Austronesian	Papua New Guinea
dah-dah.txt	dah	Gwahatike	Trans-New Guinea	Papua New Guinea
dan-dan1931.txt	dan	Danish	Indo-European	Denmark
ded-ded.txt	ded	Dedua	Trans-New Guinea	Papua New Guinea
deu-deu1912.txt	deu	German, Standard	Indo-European	Germany
deu-deu1951.txt	deu	German, Standard	Indo-European	Germany
deu-deuelo.txt	deu	German, Standard	Indo-European	Germany
deu-deutkw.txt	deu	German, Standard	Indo-European	Germany
dgc-dgc.txt	dgc	Agta, Casiguran Dumagat	Austronesian	Philippines
dgr-dgrDOGNT.txt	dgr	Tlicho	Eyak-Athabaskan	Canada
dgz-dgz.txt	dgz	Daga	Trans-New Guinea	Papua New Guinea
dhg-dhg.txt	dhg	Dhangu-Djangu	Australian	Australia
dhg-dhgduwadha.txt	dhg	Dhangu-Djangu	Australian	Australia
dif-dif.txt	dif	Diyari	Australian	Australia
dik-dikNT.txt	dik	Dinka, Southwestern	Nilo-Saharan	South Sudan
dji-dji.txt	dji	Djinang	Australian	Australia
djk-djkNT.txt	djk	Aukan	Creole	Suriname
djr-djr.txt	djr	Djambarrpuyngu	Australian	Australia
dob-dob.txt	dob	Dobu	Austronesian	Papua New Guinea
dop-dop.txt	dop	Lukpa	Niger-Congo	Benin
dov-dov.txt	dov	Dombe	Niger-Congo	Zimbabwe
dwr-dwrENT.txt	dwr	Dawro	Afro-Asiatic	Ethiopia
dwr-dwrNT.txt	dwr	Dawro	Afro-Asiatic	Ethiopia
dww-dww.txt	dww	Dawawa	Austronesian	Papua New Guinea
dwy-dwy.txt	dwy	Dhuwaya	Australian	Australia
ebk-ebk.txt	ebk	Bontok, Eastern	Austronesian	Philippines
eko-eko.txt	eko	Koti	Niger-Congo	Mozambique
emi-emi.txt	emi	Mussau-Emira	Austronesian	Papua New Guinea
emp-empNTpo.txt	emp	Emberá, Northern	Chocoan	Panama
eng-eng-asv.txt	eng	English	Indo-European	United Kingdom
eng-eng-Brenton.txt	eng	English	Indo-European	United Kingdom
eng-eng-glw.txt	eng	English	Indo-European	United Kingdom
eng-eng-kjv.txt	eng	English	Indo-European	United Kingdom
eng-eng-kjv2006.txt	eng	English	Indo-European	United Kingdom
eng-eng-lxx2012.txt	eng	English	Indo-European	United Kingdom
eng-eng-rv.txt	eng	English	Indo-European	United Kingdom
eng-eng-t4t.txt	eng	English	Indo-European	United Kingdom
eng-eng-uk-lxx2012.txt	eng	English	Indo-European	United Kingdom
eng-eng-web-c.txt	eng	English	Indo-European	United Kingdom
eng-eng-web.txt	eng	English	Indo-European	United Kingdom
eng-eng-webbe.txt	eng	English	Indo-European	United Kingdom
eng-engaoi.txt	eng	English	Indo-European	United Kingdom
eng-engasvbt.txt	eng	English	Indo-European	United Kingdom
eng-engBBE.txt	eng	English	Indo-European	United Kingdom
eng-engDBY.txt	eng	English	Indo-European	United Kingdom
eng-engDRA.txt	eng	English	Indo-European	United Kingdom
eng-engemtv.txt	eng	English	Indo-European	United Kingdom
eng-engf35.txt	eng	English	Indo-European	United Kingdom
eng-engfbv.txt	eng	English	Indo-European	United Kingdom
eng-enggnv.txt	eng	English	Indo-European	United Kingdom
eng-engjps.txt	eng	English	Indo-European	United Kingdom
eng-engkjvcpb.txt	eng	English	Indo-European	United Kingdom
eng-englee.txt	eng	English	Indo-European	United Kingdom
eng-englsv.txt	eng	English	Indo-European	United Kingdom
eng-englxxup.txt	eng	English	Indo-European	United Kingdom
eng-engnna.txt	eng	English	Indo-European	United Kingdom
eng-engnoy.txt	eng	English	Indo-European	United Kingdom
eng-engoebcw.txt	eng	English	Indo-European	United Kingdom
eng-engoebus.txt	eng	English	Indo-European	United Kingdom
eng-engoke.txt	eng	English	Indo-European	United Kingdom
eng-engourb.txt	eng	English	Indo-European	United Kingdom
eng-engPEV.txt	eng	English	Indo-European	United Kingdom
eng-engtcent.txt	eng	English	Indo-European	United Kingdom
eng-engtnt.txt	eng	English	Indo-European	United Kingdom
eng-engULB.txt	eng	English	Indo-European	United Kingdom
eng-engwebp.txt	eng	English	Indo-European	United Kingdom
eng-engwebpb.txt	eng	English	Indo-European	United Kingdom
eng-engwebster.txt	eng	English	Indo-European	United Kingdom
eng-engwmb.txt	eng	English	Indo-European	United Kingdom
eng-engwmbb.txt	eng	English	Indo-European	United Kingdom
eng-engwyc2017.txt	eng	English	Indo-European	United Kingdom
eng-engwyc2018.txt	eng	English	Indo-European	United Kingdom
eng-engWycliffe.txt	eng	English	Indo-European	United Kingdom
eng-engylt.txt	eng	English	Indo-European	United Kingdom
enq-enq.txt	enq	Enga	Trans-New Guinea	Papua New Guinea
enq-enq2.txt	enq	Enga	Trans-New Guinea	Papua New Guinea
epo-epo.txt	epo	Esperanto	Constructed language	Poland
eri-eri.txt	eri	Ogea	Trans-New Guinea	Papua New Guinea
ese-eseNT.txt	ese	Ese Ejja	Tacanan	Bolivia, Plurinational State of
esk-eskNT.txt	esk	Inupiatun, Northwest Alaska	Eskimo-Aleut	United States
etr-etr.txt	etr	Edolo	Trans-New Guinea	Papua New Guinea
ewe-ewe.txt	ewe	Éwé	Niger-Congo	Ghana
faa-faa.txt	faa	Fasu	Trans-New Guinea	Papua New Guinea
fai-fai.txt	fai	Faiwol	Trans-New Guinea	Papua New Guinea
far-far.txt	far	Fataleka	Austronesian	Solomon Islands
ffm-ffm.txt	ffm	Fulfulde, Maasina	Niger-Congo	Mali
for-for.txt	for	Fore	Trans-New Guinea	Papua New Guinea
fra-fraLSG.txt	fra	French	Indo-European	France
fra-francl.txt	fra	French	Indo-European	France
fra-frasbl.txt	fra	French	Indo-European	France
fra-fra_fob.txt	fra	French	Indo-European	France
fue-fue.txt	fue	Fulfulde, Borgu	Niger-Congo	Benin
fuf-fuf.txt	fuf	Pular	Niger-Congo	Guinea
fuh-fuhbkf.txt	fuh	Fulfulde, Western Niger	Niger-Congo	Niger
gah-gah.txt	gah	Alekano	Trans-New Guinea	Papua New Guinea
gai-gai.txt	gai	Mbore	Ramu-Lower Sepik	Papua New Guinea
gam-gam.txt	gam	Kandawo	Trans-New Guinea	Papua New Guinea
gaw-gaw.txt	gaw	Nobonob	Trans-New Guinea	Papua New Guinea
gdn-gdn.txt	gdn	Umanakaina	Trans-New Guinea	Papua New Guinea
gdr-gdr.txt	gdr	Wipi	Eastern Trans-Fly	Papua New Guinea
geb-geb.txt	geb	Kire	Ramu-Lower Sepik	Papua New Guinea
gfk-gfk.txt	gfk	Patpatar	Austronesian	Papua New Guinea
gfk-gfkh.txt	gfk	Patpatar	Austronesian	Papua New Guinea
gfk-gfks.txt	gfk	Patpatar	Austronesian	Papua New Guinea
ghs-ghs.txt	ghs	Guhu-Samane	Trans-New Guinea	Papua New Guinea
glk-glk.txt	glk	Gilaki	Indo-European	Iran, Islamic Republic of
gmv-gmvNT.txt	gmv	Gamo	Afro-Asiatic	Ethiopia
gmv-gmvRNT.txt	gmv	Gamo	Afro-Asiatic	Ethiopia
gng-gngNT.txt	gng	Ngangam	Niger-Congo	Togo
gnn-gnn.txt	gnn	Gumatj	Australian	Australia
gnw-gnwNT.txt	gnw	Guaraní, Western Bolivian	Tupian	Bolivia, Plurinational State of
gof-gofENT.txt	gof	Gofa	Afro-Asiatic	Ethiopia
gof-gofRNT.txt	gof	Gofa	Afro-Asiatic	Ethiopia
grc-grc-tisch.txt	grc	Greek, Ancient	Indo-European	Greece
grc-grcbrent.txt	grc	Greek, Ancient	Indo-European	Greece
grc-grcbyz.txt	grc	Greek, Ancient	Indo-European	Greece
grc-grcf35.txt	grc	Greek, Ancient	Indo-European	Greece
grc-grcmt.txt	grc	Greek, Ancient	Indo-European	Greece
grc-grcsr.txt	grc	Greek, Ancient	Indo-European	Greece
grc-grctcgnt.txt	grc	Greek, Ancient	Indo-European	Greece
grc-grctr.txt	grc	Greek, Ancient	Indo-European	Greece
gub-gubBl.txt	gub	Guajajára	Tupian	Brazil
guh-guh.txt	guh	Guahibo	Guajiboan	Colombia
gui-guiNT.txt	gui	Guaraní, Eastern Bolivian	Tupian	Bolivia, Plurinational State of
guj-guj2017.txt	guj	Gujarati	Indo-European	India
gul-gulNT.txt	gul	Sea Island English Creole	Creole	United States
gum-gum.txt	gum	Misak	Paezan	Colombia
gun-gun.txt	gun	Guaraní, Mbyá	Tupian	Brazil
guo-guoNT.txt	guo	Guayabero	Guajiboan	Colombia
gup-gup.txt	gup	Gunwinggu	Australian	Australia
gux-gux.txt	gux	Gourmanchéma	Niger-Congo	Burkina Faso
gux-guxg.txt	gux	Gourmanchéma	Niger-Congo	Burkina Faso
gvc-gvc.txt	gvc	Wanano	Tucanoan	Brazil
gvf-gvf.txt	gvf	Golin	Trans-New Guinea	Papua New Guinea
gvn-gvn.txt	gvn	Kuku-Yalanji	Australian	Australia
gvs-gvs.txt	gvs	Gumawana	Austronesian	Papua New Guinea
gwi-gwiNT.txt	gwi	Gwich’in	Eyak-Athabaskan	Canada
gym-gymNT.txt	gym	Ngäbere	Chibchan	Panama
gyr-gyrNT.txt	gyr	Guarayu	Tupian	Bolivia, Plurinational State of
hat-hat.txt	hat	Haitian Creole	Creole	Haiti
hat-hatbsa.txt	hat	Haitian Creole	Creole	Haiti
hau-hausa.txt	hau	Hausa	Afro-Asiatic	Nigeria
hau-hauulb.txt	hau	Hausa	Afro-Asiatic	Nigeria
haw-haw1868.txt	haw	Hawaiian	Austronesian	United States
hbo-hbo.txt	hbo	Hebrew, Ancient	Afro-Asiatic	Israel
hbo-hboWLC.txt	hbo	Hebrew, Ancient	Afro-Asiatic	Israel
hch-hchNT.txt	hch	Huichol	Uto-Aztecan	Mexico
heb-heb.txt	heb	Hebrew	Afro-Asiatic	Israel
heg-hegNTpo.txt	heg	Helong	Austronesian	Indonesia
hin-hin2017.txt	hin	Hindi	Indo-European	India
hix-hixNT.txt	hix	Hixkaryána	Cariban	Brazil
hla-hla.txt	hla	Halia	Austronesian	Papua New Guinea
hlt-hlt.txt	hlt	Chin, Matu	Sino-Tibetan	Myanmar
hlt-hltmcsb.txt	hlt	Chin, Matu	Sino-Tibetan	Myanmar
hlt-hltthb.txt	hlt	Chin, Matu	Sino-Tibetan	Myanmar
hmo-hmo.txt	hmo	Motu, Hiri	Pidgin	Papua New Guinea
hns-hnsNT.txt	hns	Hindustani, Sarnami	Indo-European	Suriname
hop-hopNT.txt	hop	Hopi	Uto-Aztecan	United States
hot-hot.txt	hot	Malei	Austronesian	Papua New Guinea
hrv-hrv.txt	hrv	Croatian	Indo-European	Croatia
hto-hto.txt	hto	Witoto, Minika	Witotoan	Colombia
hub-hubNT.txt	hub	Wampís	Jivaroan	Peru
hui-hui.txt	hui	Huli	Trans-New Guinea	Papua New Guinea
hun-hun.txt	hun	Hungarian	Uralic	Hungary
hus-husNT1971.txt	hus	Huastec	Mayan	Mexico
hus-husNT2005.txt	hus	Huastec	Mayan	Mexico
huu-huuNT.txt	huu	Witoto, Murui	Witotoan	Colombia
huv-huvNT.txt	huv	Huave, San Mateo del Mar	Huavean	Mexico
hvn-hvn.txt	hvn	Hawu	Austronesian	Indonesia
ian-ian.txt	ian	Iatmul	Sepik	Papua New Guinea
ign-ignNT.txt	ign	Ignaciano	Maipurean	Bolivia, Plurinational State of
ikk-ikkNT.txt	ikk	Ika	Niger-Congo	Nigeria
ikw-ikwNT.txt	ikw	Ikwere	Niger-Congo	Nigeria
ilo-iloulb.txt	ilo	Ilocano	Austronesian	Philippines
imo-imo.txt	imo	Imbongu	Trans-New Guinea	Papua New Guinea
inb-inb.txt	inb	Inga	Quechuan	Colombia
ind-ind.txt	ind	Indonesian	Austronesian	Indonesia
ind-indags.txt	ind	Indonesian	Austronesian	Indonesia
ino-ino.txt	ino	Inoke-Yate	Trans-New Guinea	Papua New Guinea
iou-iou.txt	iou	Tuma-Irumu	Trans-New Guinea	Papua New Guinea
ipi-ipi.txt	ipi	Ipili	Trans-New Guinea	Papua New Guinea
isn-isn.txt	isn	Isanzu	Niger-Congo	Tanzania, United Republic of
ita-ita1885.txt	ita	Italian	Indo-European	Italy
ita-ita1927.txt	ita	Italian	Indo-European	Italy
iws-iws.txt	iws	Iwam, Sepik	Sepik	Papua New Guinea
ixl-ixlCNT.txt	ixl	Ixil	Mayan	Guatemala
ixl-ixlNNT.txt	ixl	Ixil	Mayan	Guatemala
jac-jacNT.txt	jac	Jakalteko	Mayan	Guatemala
jae-jae.txt	jae	Yabem	Austronesian	Papua New Guinea
jao-jao.txt	jao	Yanyuwa	Australian	Australia
jic-jicNT.txt	jic	Tol	Jicaquean	Honduras
jid-jid.txt	jid	Bu	Niger-Congo	Nigeria
jiv-jivNT.txt	jiv	Shuar	Jivaroan	Ecuador
jni-jni.txt	jni	Janji	Niger-Congo	Nigeria
jpn-jpn1965.txt	jpn	Japanese	Japonic	Japan
jvn-jvnNT.txt	jvn	Javanese, Suriname	Austronesian	Suriname
kan-kan2017.txt	kan	Kannada	Dravidian	India
kaq-kaqNT.txt	kaq	Capanahua	Panoan	Peru
kbc-kbcNT.txt	kbc	Kadiwéu	Guaykuruan	Brazil
kbh-kbh.txt	kbh	Camsá	Language isolate	Colombia
kbm-kbm.txt	kbm	Iwal	Austronesian	Papua New Guinea
kbq-kbq.txt	kbq	Kamano	Trans-New Guinea	Papua New Guinea
kdc-kdc.txt	kdc	Kutu	Niger-Congo	Tanzania, United Republic of
kde-kde.txt	kde	Makonde	Niger-Congo	Tanzania, United Republic of
kdl-kdlNT.txt	kdl	Tsikimba	Niger-Congo	Nigeria
kek-kekNT.txt	kek	Q’eqchi’	Mayan	Guatemala
ken-kenNT.txt	ken	Kenyang	Niger-Congo	Cameroon
kew-kew.txt	kew	Kewapi, West	Trans-New Guinea	Papua New Guinea
kgf-kgf.txt	kgf	Kube	Trans-New Guinea	Papua New Guinea
kgk-kgkNT.txt	kgk	Kaiwá	Tupian	Brazil
kgp-kgpNT.txt	kgp	Kaingang	Jean	Brazil
khs-khs.txt	khs	Kasua	Trans-New Guinea	Papua New Guinea
khz-khz.txt	khz	Keapara	Austronesian	Papua New Guinea
kik-kik.txt	kik	Gikuyu	Niger-Congo	Kenya
kiw-kiw.txt	kiw	Kiwai, Northeast	Trans-New Guinea	Papua New Guinea
kiz-kiz.txt	kiz	Kisi	Niger-Congo	Tanzania, United Republic of
kje-kjeNT.txt	kje	Kisar	Austronesian	Indonesia
kjn-kjn.txt	kjn	Kunjen	Australian	Australia
kjs-kjs.txt	kjs	Kewapi, East	Trans-New Guinea	Papua New Guinea
kkc-kkc.txt	kkc	Odoodee	Trans-New Guinea	Papua New Guinea
kkl-kkl.txt	kkl	Yale, Kosarek	Trans-New Guinea	Indonesia
klt-klt.txt	klt	Nukna	Trans-New Guinea	Papua New Guinea
klv-klv.txt	klv	Maskelynes	Austronesian	Vanuatu
kmg-kmg.txt	kmg	Kâte	Trans-New Guinea	Papua New Guinea
kmh-kmh-m.txt	kmh	Kalam	Trans-New Guinea	Papua New Guinea
kmh-kmh.txt	kmh	Kalam	Trans-New Guinea	Papua New Guinea
kmk-kmk.txt	kmk	Kalinga, Limos	Austronesian	Philippines
kmo-kmo.txt	kmo	Kwoma	Sepik	Papua New Guinea
kms-kms.txt	kms	Kamasau	Torricelli	Papua New Guinea
kmu-kmu.txt	kmu	Kanite	Trans-New Guinea	Papua New Guinea
kne-kne.txt	kne	Kankanaey	Austronesian	Philippines
knf-knf.txt	knf	Mankanya	Niger-Congo	Guinea-Bissau
knj-knjNT.txt	knj	Akateko	Mayan	Guatemala
knv-knv-aramia.txt	knv	Tabo	South-Central Papuan	Papua New Guinea
knv-knv-fly_river.txt	knv	Tabo	South-Central Papuan	Papua New Guinea
kos-kos.txt	kos	Kosraean	Austronesian	Micronesia, Federated States of
kpf-kpf.txt	kpf	Komba	Trans-New Guinea	Papua New Guinea
kpg-kpg.txt	kpg	Kapingamarangi	Austronesian	Micronesia, Federated States of
kpj-kpjNT.txt	kpj	Karajá	Karajá	Brazil
kpr-kpr.txt	kpr	Korafe-Yegha	Trans-New Guinea	Papua New Guinea
kpw-kpw.txt	kpw	Kobon	Trans-New Guinea	Papua New Guinea
kpx-kpx.txt	kpx	Koiali, Mountain	Trans-New Guinea	Papua New Guinea
kqa-kqa.txt	kqa	Mum	Trans-New Guinea	Papua New Guinea
kqc-kqc.txt	kqc	Doromu-Koki	Trans-New Guinea	Papua New Guinea
kqf-kqf.txt	kqf	Kakabai	Austronesian	Papua New Guinea
kql-kql.txt	kql	Kyenele	Yuat	Papua New Guinea
kqw-kqw.txt	kqw	Kandas	Austronesian	Papua New Guinea
ksd-ksd.txt	ksd	Kuanua	Austronesian	Papua New Guinea
ksj-ksj.txt	ksj	Uare	Trans-New Guinea	Papua New Guinea
ksr-ksr.txt	ksr	Borong	Trans-New Guinea	Papua New Guinea
ktm-ktm.txt	ktm	Kurti	Austronesian	Papua New Guinea
kto-kto.txt	kto	Kuot	Language isolate	Papua New Guinea
kud-kud.txt	kud	’Auhelawa	Austronesian	Papua New Guinea
kue-kue.txt	kue	Kuman	Trans-New Guinea	Papua New Guinea
kup-kup.txt	kup	Kunimaipa	Trans-New Guinea	Papua New Guinea
kvg-kvg.txt	kvg	Kuni-Boazi	Trans-New Guinea	Papua New Guinea
kvn-kvnNT.txt	kvn	Kuna, Border	Chibchan	Colombia
kwd-kwd.txt	kwd	Kwaio	Austronesian	Solomon Islands
kwf-kwf.txt	kwf	Kwara’ae	Austronesian	Solomon Islands
kwi-kwi.txt	kwi	Awa-Cuaiquer	Barbacoan	Colombia
kwj-kwj.txt	kwj	Kwanga	Sepik	Papua New Guinea
kyc-kyc.txt	kyc	Kyaka	Trans-New Guinea	Papua New Guinea
kyf-kyf.txt	kyf	Kouya	Niger-Congo	Côte d'Ivoire
kyg-kyg.txt	kyg	Keyagana	Trans-New Guinea	Papua New Guinea
kyq-kyq.txt	kyq	Kenga	Nilo-Saharan	Chad
kyz-kyzNT.txt	kyz	Kayabí	Tupian	Brazil
kze-kze.txt	kze	Kosena	Trans-New Guinea	Papua New Guinea
lac-lacNT.txt	lac	Lacandon	Mayan	Mexico
lat-latVUC.txt	lat	Latin	Indo-European	Holy See (Vatican City State)
lbb-lbb.txt	lbb	Label	Austronesian	Papua New Guinea
lbk-lbk.txt	lbk	Bontok, Central	Austronesian	Philippines
lcm-lcm.txt	lcm	Tungag	Austronesian	Papua New Guinea
leu-leu.txt	leu	Kara	Austronesian	Papua New Guinea
lex-lex.txt	lex	Luang	Austronesian	Indonesia
lgl-lgl.txt	lgl	Wala	Austronesian	Solomon Islands
lid-lid.txt	lid	Nyindrou	Austronesian	Papua New Guinea
lif-lifNT.txt	lif	Limbu	Sino-Tibetan	Nepal
lif-lifNT2.txt	lif	Limbu	Sino-Tibetan	Nepal
lin-lin.txt	lin	Lingala	Niger-Congo	Congo, The Democratic Republic of the
lit-lit.txt	lit	Lithuanian	Indo-European	Lithuania
llg-llg.txt	llg	Lole	Austronesian	Indonesia
lug-lug.txt	lug	Ganda	Niger-Congo	Uganda
luo-luo.txt	luo	Dholuo	Nilo-Saharan	Kenya
lww-lww.txt	lww	Lewo	Austronesian	Vanuatu
maa-maaNT.txt	maa	Mazatec, San Jerónimo Tecóatl	Otomanguean	Mexico
maj-majNT.txt	maj	Mazatec, Jalapa de Díaz	Otomanguean	Mexico
mal-mal.txt	mal	Malayalam	Dravidian	India
mal-malc.txt	mal	Malayalam	Dravidian	India
mam-mamC.txt	mam	Mam	Mayan	Guatemala
mam-mamNT.txt	mam	Mam	Mayan	Guatemala
maq-maqNT.txt	maq	Mazatec, Chiquihuitlán	Otomanguean	Mexico
mar-mar.txt	mar	Marathi	Indo-European	India
mau-mauNT.txt	mau	Mazatec, Huautla	Otomanguean	Mexico
mav-mavNT.txt	mav	Sateré-Mawé	Tupian	Brazil
maz-mazNT.txt	maz	Mazahua, Central	Otomanguean	Mexico
mbb-mbbOT.txt	mbb	Manobo, Western Bukidnon	Austronesian	Philippines
mbc-mbcNT.txt	mbc	Macushi	Cariban	Brazil
mbh-mbh.txt	mbh	Mangseng	Austronesian	Papua New Guinea
mbj-mbjNT.txt	mbj	Nadëb	Puinavean	Brazil
mbl-mblNT.txt	mbl	Maxakalí	Maxakalian	Brazil
mbs-mbs.txt	mbs	Manobo, Sarangani	Austronesian	Philippines
mbt-mbtNT.txt	mbt	Manobo, Matigsalug	Austronesian	Philippines
mca-mca.txt	mca	Maka	Matacoan	Paraguay
mcb-mcbNT.txt	mcb	Matsigenka	Maipurean	Peru
mcd-mcdNT.txt	mcd	Sharanahua	Panoan	Peru
mcf-mcfNT.txt	mcf	Matses	Panoan	Peru
