languageCode,translationId,script,Count - script,dialect,homeDomain,title,description,Redistributable,Copyright,UpdateDate,publicationURL,OTbooks,OTchapters,OTverses,NTbooks,NTchapters,NTverses,DCbooks,DCchapters,DCverses,FCBHID,Certified,inScript,swordName,rodCode,textDirection,downloadable,font,shortTitle,PODISBN,script,sourceDate,licence_ID,licence_File,licence_Language,licence_Dialect,licence_Vernacular_Title,licence_Licence_Type,licence_Licence_Version,licence_CC_Licence_Link,licence_Copyright_Holder,licence_Copyright_Years,licence_Translation_by,licence_date_read,status_download_path,status_download_date,status_unzip_path,status_unzip_date,status_extract_path,status_extract_date,status_extract_renamed_date,status_extract_original_filename,status_last_error,status_inferred_versification,,File exists in scripture folder,MT\Scripture filename,Comparison,,,Files in Scripture Folder
aai,aai,Syloti Nagri,1,,png.bible,TUR GEWASIN O BAIBASIT BOUBUN,"The New Testament in the Miniafia Language of Oro Province, Papua New Guinea",True,Copyright © 2009 anonymous,2022-04-14,http://png.bible/aai/,0,0,0,27,260,7955,0,0,0,AAIWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,aai2009eb,,ltr,True,Andika,Minaifia NT,978-1-5313-0000-5,Latin,2013-01-05,aai,C:\ebible_data\projects\aai\copr.htm,Miniafia,,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,,,,2025-05-01,C:\ebible_data\downloads\aai--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\aai,2025-05-01,C:\ebible_data\corpus\aai.txt,2025-05-01,2025-05-10,aai-aai.txt,,4,,#N/A,,,,,cmo-CMO_K_2023_01_20-m.txt
aak,aak,Syriac,1,,png.bible,Xwɨyí̵á Gorɨxoyá Sɨŋí̵pɨrɨnɨ,The New Testament in the Ankave language of Papua New Guinea,True,"Copyright © 1990 Wycliffe Bible Translators, Inc.",2012-10-03,http://png.bible/aak/,0,0,0,27,260,7786,0,0,0,AAKWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,aak1990eb,,ltr,True,Andika,Minaifia NT,978-1-5313-0001-2,Latin,2020-10-09,aak,C:\ebible_data\projects\aak\copr.htm,Angave (Ankave),,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1990,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\aak--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\aak,2025-05-01,C:\ebible_data\corpus\aak.txt,2025-05-01,2025-05-10,aak-aak.txt,,4,,145,,,,,cmo-CMO_K_2023_01_20.txt
aau,aau,Tamil,3,,png.bible,God so Sokior-ok Iwon,"The New Testament in the Abau Language of the Green River area, Sandaun Province, Papua New Guinea",True,"Copyright © 2006 Wycliffe Bible Translators, Inc.",2013-01-03,http://png.bible/aau/,0,0,0,27,260,7934,0,0,0,AAUWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,aau2006eb,,ltr,True,Andika,Abau NT,978-1-5313-0002-9,Latin,2020-10-09,aau,C:\ebible_data\projects\aau\copr.htm,Abau,,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2006,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\aau--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\aau,2025-05-01,C:\ebible_data\corpus\aau.txt,2025-05-01,2025-05-10,aau-aau.txt,,4,,165,,,,,cmo-CMO_K-m.txt
aaz,aaz,Telugu,5,,ebible.org,Uisneno In Kabin ma Prenat: Rais Manba'an Fe'u nok Reta' Ahun-hunut,Genesis and the New Testament in the Amarasi language of Indonesia,True,"Copyright © 1999-2014 Unit Bahasa dan Budaya, Kupang NTT, Indonesia",2022-03-11,http://ebible.org/aaz/,1,50,1422,27,260,7663,0,0,0,AAZUBB,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,aaz2014eb,,ltr,True,DejaVu Serif,Amarasi Bible,978-1-5313-0775-2,Latin,2021-11-30,aaz,C:\ebible_data\projects\aaz\copr.htm,Amarasi,,Uisneno In Kabin ma Prenat: Rais Manba'an Fe'u nok Reta' Ahun-hunut,by-nd,4,http://creativecommons.org/licenses/by-nd/4.0/,"Unit Bahasa dan Budaya, Kupang NTT, Indonesia",copyright © 1999-2014,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\aaz--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\aaz,2025-05-01,C:\ebible_data\corpus\aaz.txt,2025-05-01,2025-05-10,aaz-aaz.txt,,4,,274,,,,,blx-AMIU_2023_06_24.txt
abc,abc,Thaana,1,,ebible.org,Ayta Ambala NT Portions,"Ayta, Ambala: Ayta Ambala NT Portions (New Testament)",True,"Copyright © 2024 Wycliffe Bible Translators, Inc.",2025-04-25,http://ebible.org/abc/,0,0,0,6,34,1084,0,0,0,ABCWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,abc2024eb,,ltr,True,Gentium Plus,Ayta Ambala NT Portions,,Latin,2025-04-25,abc,C:\ebible_data\projects\abc\copr.htm,"Ambala Ayta (Ayta, Ambala)",,Ayta Ambala NT Portions,by-sa,4,http://creativecommons.org/licenses/by-sa/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2024,Translation by: Translators Association of the Philippines,2025-05-01,C:\ebible_data\downloads\abc--2025-04-29.zip,2025-04-29,C:\ebible_data\projects\abc,2025-05-01,C:\ebible_data\corpus\abc.txt,2025-05-01,2025-05-10,abc-abc.txt,,1,,#N/A,,,,,cmo-CMO_K-wb.txt
abp,abp,Thai,5,,ebible.org,Ayta Abellen,"Ayta, Abellen: Ayta Abellen (New Testament+)",False,"Copyright © 2020-2024 Wycliffe Bible Translators, Inc.",2025-04-25,http://ebible.org/abp/,2,54,1611,27,260,7877,0,0,0,ABPWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,abp2020eb,,ltr,True,DejaVu Serif,"Ayta, Abellen: Ayta Abellen (New Testament+)",,Latin,2025-04-25,abp,C:\ebible_data\private_projects\abp\copr.htm,"Ayta, Abellen",,Ayta Abellen,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2020-2024,,2025-04-30,C:\ebible_data\downloads\abp--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\abp,2025-04-30,C:\ebible_data\private_corpus\abp.txt,2025-04-30,2025-05-07,abp.txt,,4,,#N/A,,,,,ben-JubB_2025_03_19.txt
abt,abt-maprik,Tibetan,4,Maprik,png.bible,Gotna Kudi,The New Testament in the Maprik dialect of the Ambulas Language,True,"Copyright © 1983 Wycliffe Bible Translators, Inc.",2013-01-04,http://png.bible/abt-maprik/,0,0,0,27,260,7581,0,0,0,ABTMAP,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,abtM1983eb,444,ltr,True,Andika,Ambulas Maprik NT,978-1-5313-0003-6,Latin,2020-10-09,abt-maprik,C:\ebible_data\projects\abt-maprik\copr.htm,Ambulas (Maprik) (Ambulas),Maprik,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1983,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\abt-maprik--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\abt-maprik,2025-05-01,C:\ebible_data\corpus\abt-maprik.txt,2025-05-01,2025-05-10,abt-abt-maprik.txt,,4,,#N/A,,,,,cmo-CMO_K.txt
abt,abt-wosera,Unified Canadian Aboriginal Syllabics,2,Wosera-Kamu,png.bible,Gotna Kundi,The New Testament in the Wosara-Kamu Dialect of the Ambulas Language of Papua New Guinea,True,"Copyright © 1996 Wycliffe Bible Translators, Inc.",2013-01-07,http://png.bible/abt-wosera/,0,0,0,27,260,7580,0,0,0,ABTWOS,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,abtW1996eb,3053,ltr,True,Andika,Ambulas Wosera NT,978-1-5313-0004-3,Latin,2020-10-09,abt-wosera,C:\ebible_data\projects\abt-wosera\copr.htm,Ambulas (Wosera) (Wosera-Kamu dialect of Ambulas),Wosera-Kamu,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1996,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\abt-wosera--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\abt-wosera,2025-05-01,C:\ebible_data\corpus\abt-wosera.txt,2025-05-01,2025-05-10,abt-abt-wosera.txt,,4,,#N/A,,,,,cmo-CMO_L_Kh_2023_01_20-m.txt
abx,abx,Total Result,1390,,ebible.org,I Baha'o Kasuratan,New Testament in Inabaknon,True,"Copyright © 1996 Wycliffe Bible Translators, Inc.",2014-08-06,http://ebible.org/abx/,0,0,0,27,260,7910,0,0,0,ABXWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,abx1996eb,,ltr,True,Gentium,Inabaknon NT,978-1-5313-0005-0,Latin,2014-11-05,abx,C:\ebible_data\projects\abx\copr.htm,Inabaknon,,I Baha'o Kasuratan,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1996,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\abx--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\abx,2025-05-01,C:\ebible_data\corpus\abx.txt,2025-05-01,2025-05-10,abx-abx.txt,,4,,700,,,,,cmo-CMO_L_Kh_2023_01_20.txt
aby,aby,Aneme Wake,Aneme Wake,,png.bible,GODINU IRAU WAKE,The New Testament in the Aneme Wake Language of Papua New Guinea,True,"Copyright © 1988 Wycliffe Bible Translators, Inc.",2013-01-07,http://png.bible/aby/,0,0,0,27,260,7072,0,0,0,ABYWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,aby1988eb,,ltr,True,Andika,Aneme Wake NT,978-1-5313-0006-7,Latin,2020-10-09,aby,C:\ebible_data\projects\aby\copr.htm,Aneme Wake,,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1988,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\aby--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\aby,2025-05-01,C:\ebible_data\corpus\aby.txt,2025-05-01,2025-05-10,aby-aby.txt,,4,,907,,,,,cmo-CMO_L_Kh-m.txt
aca,aca,Achagua,Achagua,,ebible.org,Liáꞌa Chuánshi Dios Shínaa,Achagua Partial NT [aca] -Colombia 2013,False,"Copyright © 2013 Wycliffe Bible Translators, Inc.",2025-04-25,http://ebible.org/aca/,0,0,0,10,121,4410,0,0,0,ACAWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,aca2013eb,,ltr,True,DejaVu Serif,Achagua Partial NT [aca] -Colombia 2013,,Latin,2025-04-25,aca,C:\ebible_data\private_projects\aca\copr.htm,Achagua,,Liáꞌa Chuánshi Dios Shínaa,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2013,,2025-04-30,C:\ebible_data\downloads\aca--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\aca,2025-04-30,C:\ebible_data\private_corpus\aca.txt,2025-04-30,2025-05-07,aca.txt,,1,,#N/A,,,,,btx-BTX_random250MRK.txt
acd,acd,Gikyode,Gikyode,,ebible.org,GɛnÞ PobÞrÞ,The New Testament in the Gikyode language,False,"Copyright © 2020 Wycliffe Bible Translators, Inc.",2025-04-25,http://ebible.org/acd/,0,0,0,27,260,7911,0,0,0,ACDWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,acd2020eb,,ltr,True,DejaVu Serif,The New Testament in the Gikyode language,,Latin,2025-04-25,acd,C:\ebible_data\private_projects\acd\copr.htm,Gikyode,,GɛnÞ PobÞrÞ,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2020,,2025-04-30,C:\ebible_data\downloads\acd--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\acd,2025-04-30,C:\ebible_data\private_corpus\acd.txt,2025-04-30,2025-05-07,acd.txt,,4,,#N/A,,,,,btx-BTX_random250NT.txt
acf,acfNT,Saint Lucian Creole French,Saint Lucian Creole French,,ebible.org,Tèstèman nèf-la: Épi an posyòn an liv samz-la,New Testament in Saint Lucian Creole French (Saint Lucian Creole French New Testament),True,"Copyright © 1999 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/acfNT/,0,0,0,27,260,7930,0,0,0,ACFWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,acf1999eb,,ltr,True,Gentium,Saint Lucian Creole French NT,978-1-5313-0007-4,Latin,2014-05-01,acfNT,C:\ebible_data\projects\acfNT\copr.htm,Saint Lucian Creole French,,Tèstèman nèf-la: Épi an posyòn an liv samz-la,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1999,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\acfNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\acfNT,2025-05-01,C:\ebible_data\corpus\acfNT.txt,2025-05-01,2025-05-10,acf-acfNT.txt,,4,,1172,,,,,cmo-CMO_L_Kh-wb.txt
acr,acr-acc,Achi,Achi,Cubulco,ebible.org,I 'utz laj tzij re i dios,New Testament in Achi (I 'utz laj tzij re i dios),True,"Copyright © 2009 Wycliffe Bible Translators, Inc.",2013-01-05,http://ebible.org/acr-acc/,0,0,0,27,260,7930,0,0,0,ACCIBS,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,acrACC2009eb,,ltr,True,Gentium,New Testament in Achi,978-1-5313-0008-1,Latin,2014-04-22,acr-acc,C:\ebible_data\projects\acr-acc\copr.htm,Achi,Cubulco,I 'utz laj tzij re i dios,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2009,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\acr-acc--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\acr-acc,2025-05-01,C:\ebible_data\corpus\acr-acc.txt,2025-05-01,2025-05-10,acr-acr-acc.txt,,4,,#N/A,,,,,cmo-CMO_L_Kh.txt
acr,acrNNT,Achi,Achi,Rabinal,ebible.org,Ri utzilaj tzij re ri kanimajawal Jesucristo,New Testament in Achi Rabinal; acr (GT:acrN:Achi),True,"Copyright © 2009 Wycliffe Bible Translators, Inc.",2014-04-18,http://ebible.org/acrNNT/,0,0,0,27,260,7958,0,0,0,ACRWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,acrN2009eb,448,ltr,True,Gentium Plus,Achi Rabinal NT (new orthography),978-1-5313-0009-8,Latin,2020-10-09,acrNNT,C:\ebible_data\projects\acrNNT\copr.htm,Achi,Rabinal,Ri utzilaj tzij re ri kanimajawal Jesucristo,by-nd,4,http://creativecommons.org/licenses/by-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2009,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\acrNNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\acrNNT,2025-05-01,C:\ebible_data\corpus\acrNNT.txt,2025-05-01,2025-05-10,acr-acrNNT.txt,,4,,123,,,,,cmo-cmoK.txt
acr,acrTNT,Achi,Achi,Rabinal,ebible.org,Ri utzilaj tzij re ri kanimajawal Jesucristo,New Testament in Achi Rabinal; acr (GT:acrT:Achi),True,"Copyright © 2009 Wycliffe Bible Translators, Inc.",2014-04-21,http://ebible.org/acrTNT/,0,0,0,27,260,7958,0,0,0,ACRTNT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,acrTNT2009eb,448,ltr,True,Gentium Plus,Achi Rabinal NT (traditional orthography),978-1-5313-0010-4,Latin,2020-10-09,acrTNT,C:\ebible_data\projects\acrTNT\copr.htm,Achi,Rabinal,Ri utzilaj tzij re ri kanimajawal Jesucristo,by-nd,4,http://creativecommons.org/licenses/by-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2009,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\acrTNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\acrTNT,2025-05-01,C:\ebible_data\corpus\acrTNT.txt,2025-05-01,2025-05-10,acr-acrTNT.txt,,4,,143,,,,,cmo-cmoL.txt
acu,acuNT,Achuar-shiwiar,Achuar-shiwiar,,ebible.org,Achuar Peru: Yuse Chichame Aarmauri,Achuar-Shiwiar: Achuar Peru OT Por and NT 2019 4th edition (New Testament+),True,"Copyright © 2019-07-01 Wycliffe Bible Translators, Inc.",2025-04-25,http://ebible.org/acuNT/,32,218,3877,27,260,7646,0,0,0,ACUTBL,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,acuNT2008eb,,ltr,True,Gentium,Achuar-shiwiar Bible,978-1-5313-0011-1,Latin,2025-04-25,acuNT,C:\ebible_data\projects\acuNT\copr.htm,Achuar-shiwiar,,Achuar Peru OT Por and NT 2019 4th edition,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2019-07-01,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\acuNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\acuNT,2025-05-01,C:\ebible_data\corpus\acuNT.txt,2025-05-01,2025-05-10,acu-acuNT.txt,,4,,#N/A,,,,,atb-ATB1938.txt
adj,adj,Adioukrou,Adioukrou,,ebible.org,Adioukrou,Adioukrou: Amani Owr New Testament,False,"Copyright © 1998 Wycliffe Bible Translators, Inc.",2025-04-26,http://ebible.org/adj/,0,0,0,27,260,7907,0,0,0,ADJWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,adj1998eb,,ltr,True,DejaVu Serif,Adioukrou: Amani Owr New Testament,,Latin,2025-04-26,adj,C:\ebible_data\private_projects\adj\copr.htm,Adioukrou,,Adioukrou,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 1998,,2025-04-30,C:\ebible_data\downloads\adj--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\adj,2025-04-30,C:\ebible_data\private_corpus\adj.txt,2025-04-30,2025-05-07,adj.txt,,4,,#N/A,,,,,btx-BTX_random500MRK.txt
adt,adt,Adnyamathanha,Adnyamathanha,,ebible.org,Adnyamathanha Christmas Story,A few verses of Scripture from Psalm 23 and Luke 2 in the Adnyamathanha language of Australia,True,Copyright © 2021 Bible Society Australia,2021-11-23,http://ebible.org/adt/,1,1,7,1,1,7,0,0,0,ADTBSA,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,adt2021eb,,ltr,True,DejaVu Serif,Adnyamathanha Christmas Story,,Latin,2021-11-24,,,,,,,,,,,,,,,,,C:\ebible_data\corpus\adt-adt.txt,,,,,,,#N/A,,,,,blx-AMIU_2023_10_03.txt
adz,adz,Adzera,Adzera,,png.bible,Adzera Baibel,Portions of the Holy Bible in the Adzera Language of Papua New Guinea,True,"Copyright © 2009-2022 Wycliffe Bible Translators, Inc.",2025-04-28,http://png.bible/adz/,2,54,1537,4,53,2166,0,0,0,ADZPNG,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,adz2009eb,,ltr,True,Andika,Adzera Bible,978-1-5313-0012-8,Latin,2025-04-28,adz,C:\ebible_data\projects\adz\copr.htm,Adzera,,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2009-2022,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\adz--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\adz,2025-05-01,C:\ebible_data\corpus\adz.txt,2025-05-01,2025-05-10,adz-adz.txt,,4,,378,,,,,bft-BFT_2024_01_31.txt
aeb,aeb,العهد الجديد بالدارجة التونسية 2022,العهد الجديد بالدارجة التونسية 2022,,ebible.org,العهد الجديد بالدارجة التونسية 2022,"Arabic, Tunisian Spoken: العهد الجديد بالعربية التونسية (New Testament)",False,"Copyright © 2020 Wycliffe Bible Translators, Inc.",2025-04-26,http://ebible.org/aeb/,0,0,0,27,260,7958,0,0,0,AEBUBS,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,aeb2020eb,,rtl,True,Amiri,"Arabic, Tunisian Spoken: العهد الجديد بالعربية التونسية (New Testament)",,Arabic,2025-04-26,aeb,C:\ebible_data\private_projects\aeb\copr.htm,العهد الجديد بالدارجة التونسية 2022,,العهد الجديد بالدارجة التونسية 2022,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2020,,2025-04-30,C:\ebible_data\downloads\aeb--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\aeb,2025-04-30,C:\ebible_data\private_corpus\aeb.txt,2025-04-30,2025-05-07,aeb.txt,,4,,#N/A,,,,,btx-BTX_random500NT.txt
aeb,aeu,Gaolkheel,"Arabic, Tunisian Spoken",,ebible.org,العهد الجديد بالدارجة التونسية 2022,Akeu: Jalliq aqsivq Gaolkheel daoq New Testament,False,"Copyright © 2015 Wycliffe Bible Translators, Inc.",2025-04-26,http://ebible.org/aeu/,0,0,0,27,260,7958,0,0,0,AEUWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,aeu2015eb,,rtl,True,DejaVu Serif,Akeu NT,,Latin,2025-04-26,aeu,C:\ebible_data\private_projects\aeu\copr.htm,"Gaolkheel (Arabic, Tunisian Spoken)",,العهد الجديد بالدارجة التونسية 2022,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2015,,2025-04-30,C:\ebible_data\downloads\aeu--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\aeu,2025-04-30,C:\ebible_data\private_corpus\aeu.txt,2025-04-30,2025-05-07,aeu.txt,,4,,#N/A,,,,,btx-BTX_randomMRK_250.txt
aey,aey,Amele,Amele,,png.bible,BAL CEHEC JE HAUN,Genesis and the New Testament in the Amele language of Papua New Guinea,True,"Copyright © 1997 Wycliffe Bible Translators, Inc.",1997-01-01,http://png.bible/aey/,1,50,1503,27,260,7583,0,0,0,AEYWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,aey1997eb,,ltr,True,Andika,Amele Genesis,978-1-5313-0013-5,Latin,2020-10-09,aey,C:\ebible_data\projects\aey\copr.htm,Amele,,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1997,,2025-05-01,C:\ebible_data\downloads\aey--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\aey,2025-05-01,C:\ebible_data\corpus\aey.txt,2025-05-01,2025-05-10,aey-aey.txt,,4,,384,,,,,blx-AMIU_2023_11_28.txt
agd,agd,Agarabi,Agarabi,,png.bible,YISASINI KAMA VAYA,The New Testament in the Agarabi language of Papua New Guinea,True,Copyright © 2010 The Bible Society of Papua New Guinea,2013-01-07,http://png.bible/agd/,0,0,0,27,260,7918,0,0,0,AGDWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,agd2010eb,,ltr,True,Andika,Agarabi NT,978-1-5313-0014-2,Latin,2013-01-07,agd,C:\ebible_data\projects\agd\copr.htm,Agarabi,,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,Language:,Copyright © 2010 The Bible Society of Papua New Guinea,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\agd--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\agd,2025-05-01,C:\ebible_data\corpus\agd.txt,2025-05-01,2025-05-10,agd-agd.txt,,4,,390,,,,,cms-CU2010S.txt
agg,agg,Angor,Angor,,png.bible,Godɨndɨ Hoafɨ,The New Testament in the Angor language of Papua New Guinea,True,Copyright © 2001 The Bible Society of Papua New Guinea,2013-01-07,http://png.bible/agg/,0,0,0,27,260,7790,0,0,0,AGGPNG,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,agg2001eb,,ltr,True,Andika,Angor NT,978-1-5313-0015-9,Latin,2020-10-09,agg,C:\ebible_data\projects\agg\copr.htm,Angor,,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,Language:,Copyright © 2001 The Bible Society of Papua New Guinea,,2025-05-01,C:\ebible_data\downloads\agg--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\agg,2025-05-01,C:\ebible_data\corpus\agg.txt,2025-05-01,2025-05-10,agg-agg.txt,,4,,392,,,,,cms-CUNP89S.txt
agm,agm,Angaataha,Angaataha,,png.bible,Autaahaatɨhomɨ Pɨwɨha Gaaha Wanɨha,The New Testament in the Angaataha language of Papua New Guinea,True,"Copyright © 2004 Wycliffe Bible Translators, Inc.",2012-11-17,http://png.bible/agm/,0,0,0,27,260,7892,0,0,0,AGMPNG,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,agm2004eb,,ltr,True,Andika,Angaataha NT,978-1-5313-0016-6,Latin,2020-10-09,agm,C:\ebible_data\projects\agm\copr.htm,Angaataha,,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2004,Translation by: PNG Bible Translation Association,2025-05-01,C:\ebible_data\downloads\agm--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\agm,2025-05-01,C:\ebible_data\corpus\agm.txt,2025-05-01,2025-05-10,agm-agm.txt,,4,,#N/A,,,,,cms-CUVMPS.txt
